timestamp,srcip,sport,dstip,dsport,proto,state,bytes,ttl,service,win,stcpb,tcpflags
16.970365, 192.168.14.125, 64331, 239.255.255.250, 1900, UDP, 0, 217, 1, 0, 0, 0, 0
16.998367, 192.168.14.125, 5353, 224.0.0.251, 5353, UDP, 0, 72, 1, 0, 0, 0, 0
16.999563, 192.168.14.125, 5353, 224.0.0.251, 5353, UDP, 0, 72, 1, 0, 0, 0, 0
17.093222, 192.168.14.141, 38167, 239.255.255.250, 1900, UDP, 0, 214, 1, 0, 0, 0, 0
17.156963, 192.168.14.125, 137, 192.168.14.255, 137, UDP, 0, 92, 128, 0, 0, 0, 0
17.307837, 192.168.14.123, 51573, 239.255.255.250, 1900, UDP, 0, 215, 1, 0, 0, 0, 0
17.534122, 192.168.14.130, 51181, 239.255.255.250, 1900, UDP, 0, 217, 1, 0, 0, 0, 0
17.908996, 192.168.14.125, 137, 192.168.14.255, 137, UDP, 0, 92, 128, 0, 0, 0, 0
17.915260, 192.168.14.125, 64328, 239.255.255.250, 1900, UDP, 0, 217, 1, 0, 0, 0, 0
17.979964, 192.168.14.125, 64331, 239.255.255.250, 1900, UDP, 0, 217, 1, 0, 0, 0, 0
18.101462, 192.168.14.141, 38167, 239.255.255.250, 1900, UDP, 0, 214, 1, 0, 0, 0, 0
18.270127, 192.168.14.97, 52689, 239.255.255.250, 3702, UDP, 0, 698, 1, 0, 0, 0, 0
18.315494, 192.168.14.123, 51573, 239.255.255.250, 1900, UDP, 0, 215, 1, 0, 0, 0, 0
18.538714, 192.168.14.36, 54761, 255.255.255.255, 29810, UDP, 0, 413, 64, 0, 0, 0, 0
18.543433, 192.168.14.130, 51181, 239.255.255.250, 1900, UDP, 0, 217, 1, 0, 0, 0, 0
18.922564, 192.168.14.125, 64328, 239.255.255.250, 1900, UDP, 0, 217, 1, 0, 0, 0, 0
18.987681, 192.168.14.125, 64331, 239.255.255.250, 1900, UDP, 0, 217, 1, 0, 0, 0, 0
19.005359, 192.168.14.60, 57017, 239.255.255.250, 3702, UDP, 0, 698, 1, 0, 0, 0, 0
19.109975, 192.168.14.141, 38167, 239.255.255.250, 1900, UDP, 0, 214, 1, 0, 0, 0, 0
19.269444, 192.168.14.60, 57017, 239.255.255.250, 3702, UDP, 0, 698, 1, 0, 0, 0, 0
19.315417, 192.168.14.123, 51573, 239.255.255.250, 1900, UDP, 0, 215, 1, 0, 0, 0, 0
19.770048, 192.168.14.60, 57017, 239.255.255.250, 3702, UDP, 0, 698, 1, 0, 0, 0, 0
19.930977, 192.168.14.125, 64328, 239.255.255.250, 1900, UDP, 0, 217, 1, 0, 0, 0, 0
19.995186, 192.168.14.125, 64331, 239.255.255.250, 1900, UDP, 0, 217, 1, 0, 0, 0, 0
20.315438, 192.168.14.123, 51573, 239.255.255.250, 1900, UDP, 0, 215, 1, 0, 0, 0, 0
20.529380, 192.168.12.13, 44820, 255.255.255.255, 29810, UDP, 0, 413, 64, 0, 0, 0, 0
20.768012, 192.168.14.60, 57017, 239.255.255.250, 3702, UDP, 0, 698, 1, 0, 0, 0, 0
